province;red;green;blue;x;x
5842;100;100;11;Dilzhee
5843;100;100;86;Chihuicahui
5844;100;100;161;Tahuunde
5845;100;100;241;Kuccuntikkaii
5846;100;100;36;Basawaxaawuua
5847;100;100;111;LowTakelma
5848;100;100;186;Yurok
5849;100;100;61;Hupa
5850;100;100;136;Chimariko
5851;100;100;211;Wailaki
5852;200;200;11;Bitakomtara
5853;200;200;86;NorthernPomo
5854;200;200;161;EasternPomo
5855;200;200;241;Mitskanaka
5856;200;200;36;Gashowu
5857;200;200;111;Acjachemen
5858;200;200;186;Kwtsaan
5859;200;200;61;Mutttipi
5860;200;200;136;AdacCochimi
5861;200;200;211;ConchoCochimi
5862;100;100;10;Pericu
5863;100;100;85;Shgagei
5864;100;100;160;Xootsnoowu
5865;100;100;240;Kaigani
5866;100;100;35;Kichxaan
5867;100;100;110;Gitgaat
5868;100;100;185;Ucluelet
5869;100;100;60;Kwumuxws
5870;100;100;135;Sechelt
5871;100;100;210;Xwayxway
5872;200;200;10;Quinault
5873;200;200;85;Twana
5874;200;200;160;Xwlemi
5875;200;200;240;Kwaiailk
5876;200;200;35;Klickitat
5877;200;200;110;Cathlamet
5878;200;200;185;Tait
5879;200;200;60;Stuwix
5880;200;200;135;Kittitas
5881;200;200;210;Tsilaan
5882;100;100;9;Okanagen
5883;100;100;84;Kamiahp
5884;100;100;159;Simpcwulecw
5885;100;100;239;Phthauntac
5886;100;100;34;Sustoobunkut
5887;100;100;109;UdaUkelh
5888;100;100;184;Tkemlups
5889;100;100;59;Dzulhcho
5890;100;100;134;UsliGah
5891;100;100;209;GrandePrairie
5892;200;200;9;Tsetsaut
5893;200;200;84;Glenora
5894;200;200;159;Beaverlodge
5895;200;200;239;Dunvegan
5896;200;200;34;Atlin
5897;200;200;109;McDame
5898;200;200;184;Kechika
5899;200;200;59;Denetha
5900;200;200;134;MakwaSepe
5901;200;200;209;OsnaburghHouse
5902;99;99;9;GloucesterHouse
5903;99;99;84;HenleyHouse
5904;99;99;159;Teotongniaton
5905;99;99;239;Qaagan Tayagungin
5906;99;99;34;Koniag
5907;99;99;109;Qutalleq
5908;99;99;184;Katmai
5909;99;99;59;Tseti Na
5910;99;99;134;Ciisike Na
5911;99;99;209;Nina No
5912;199;199;9;Nunivaaq
5913;199;199;84;Kqizaghetnu
5914;199;199;159;Tevyaraq
5915;199;199;239;Kaltkhagamute
5916;199;199;34;Qipneq
5917;199;199;109;Negeqliq
5918;199;199;184;Iqugmiut
5919;199;199;59;Nunam Iqua
5920;2;2;1;BeyondTypusSecondBuffer1
5921;2;2;2;BeyondTypusSecondBuffer2
5922;2;2;3;BeyondTypusSecondBuffer3
5923;2;2;4;BeyondTypusSecondBuffer4
5924;2;2;5;BeyondTypusSecondBuffer5
5925;2;2;6;BeyondTypusSecondBuffer6
5926;2;2;7;BeyondTypusSecondBuffer7
5927;2;2;8;BeyondTypusSecondBuffer8
5928;2;2;9;BeyondTypusSecondBuffer9
5929;2;2;10;BeyondTypusSecondBuffer10
5930;8;4;4;BeyondTypusSecondBuffer11
5931;2;2;11;BeyondTypusSecondBuffer12
5932;2;2;12;BeyondTypusSecondBuffer13
5933;2;2;13;BeyondTypusSecondBuffer14
5934;2;2;14;BeyondTypusSecondBuffer15
5935;2;2;15;BeyondTypusSecondBuffer16
5936;2;2;16;BeyondTypusSecondBuffer17
5937;2;2;17;BeyondTypusSecondBuffer18
5938;2;2;18;BeyondTypusSecondBuffer19
5939;2;2;19;BeyondTypusSecondBuffer20
5940;2;2;20;BeyondTypusSecondBuffer21
5941;2;2;21;BeyondTypusSecondBuffer22
5942;2;2;22;BeyondTypusSecondBuffer23
5943;2;2;23;BeyondTypusSecondBuffer24
5944;2;2;24;BeyondTypusSecondBuffer25
5945;2;2;25;BeyondTypusSecondBuffer26
5946;2;2;26;BeyondTypusSecondBuffer27
5947;2;2;27;BeyondTypusSecondBuffer28
5948;2;2;28;BeyondTypusSecondBuffer29
5949;2;2;29;BeyondTypusSecondBuffer30
5950;2;2;30;BeyondTypusSecondBuffer31
5951;2;2;31;BeyondTypusSecondBuffer32
5952;2;2;32;BeyondTypusSecondBuffer33
5953;2;2;33;BeyondTypusSecondBuffer34
5954;2;2;34;BeyondTypusSecondBuffer35
5955;2;2;35;BeyondTypusSecondBuffer36
5956;2;2;36;BeyondTypusSecondBuffer37
5957;2;2;37;BeyondTypusSecondBuffer38
5958;2;2;38;BeyondTypusSecondBuffer39
5959;2;2;39;BeyondTypusSecondBuffer40
5960;2;2;40;BeyondTypusSecondBuffer41
5961;2;2;41;BeyondTypusSecondBuffer42
5962;2;2;42;BeyondTypusSecondBuffer43
5963;2;2;43;BeyondTypusSecondBuffer44
5964;2;2;44;BeyondTypusSecondBuffer45
5965;2;2;45;BeyondTypusSecondBuffer46
5966;2;2;46;BeyondTypusSecondBuffer47
5967;2;2;47;BeyondTypusSecondBuffer48
5968;2;2;48;BeyondTypusSecondBuffer49
5969;2;2;49;BeyondTypusSecondBuffer50
5970;5;5;5;BeyondTypusSecondBuffer51
5971;2;2;50;BeyondTypusSecondBuffer52
5972;2;2;51;BeyondTypusSecondBuffer53
5973;2;2;52;BeyondTypusSecondBuffer54
5974;2;2;53;BeyondTypusSecondBuffer55
5975;2;2;54;BeyondTypusSecondBuffer56
5976;2;2;55;BeyondTypusSecondBuffer57
5977;2;2;56;BeyondTypusSecondBuffer58
5978;2;2;57;BeyondTypusSecondBuffer59
5979;2;2;58;BeyondTypusSecondBuffer60
5980;2;2;59;BeyondTypusSecondBuffer61
5981;2;2;70;BeyondTypusSecondBuffer62
5982;2;2;71;BeyondTypusSecondBuffer63
5983;2;2;72;BeyondTypusSecondBuffer64
5984;2;2;73;BeyondTypusSecondBuffer65
5985;2;2;74;BeyondTypusSecondBuffer66
5986;2;2;75;BeyondTypusSecondBuffer67
5987;2;2;76;BeyondTypusSecondBuffer68
5988;2;2;77;BeyondTypusSecondBuffer69
5989;2;2;78;BeyondTypusSecondBuffer70
5990;2;2;79;BeyondTypusSecondBuffer71
5991;2;2;80;BeyondTypusSecondBuffer72
5992;2;2;81;BeyondTypusSecondBuffer73
5993;2;2;82;BeyondTypusSecondBuffer74
5994;2;2;83;BeyondTypusSecondBuffer75
5995;2;2;84;BeyondTypusSecondBuffer76
5996;2;2;85;BeyondTypusSecondBuffer77
5997;2;2;86;BeyondTypusSecondBuffer78
5998;2;2;87;BeyondTypusSecondBuffer79
5999;2;2;88;BeyondTypusSecondBuffer80
6000;2;2;89;BeyondTypusSecondBuffer81
6001;2;2;90;BeyondTypusSecondBuffer82
6002;2;2;91;BeyondTypusSecondBuffer83
6003;2;2;92;BeyondTypusSecondBuffer84
6004;2;2;93;BeyondTypusSecondBuffer85
6005;2;2;94;BeyondTypusSecondBuffer86
6006;2;2;95;BeyondTypusSecondBuffer87
6007;2;2;96;BeyondTypusSecondBuffer88
6008;2;2;97;BeyondTypusSecondBuffer89
6009;2;2;98;BeyondTypusSecondBuffer90
6010;2;2;99;BeyondTypusSecondBuffer91
6011;2;2;100;BeyondTypusSecondBuffer92
6012;2;2;101;BeyondTypusSecondBuffer93
6013;2;2;102;BeyondTypusSecondBuffer94
6014;2;2;103;BeyondTypusSecondBuffer95
6015;2;2;104;BeyondTypusSecondBuffer96
6016;2;2;105;BeyondTypusSecondBuffer97
6017;2;2;106;BeyondTypusSecondBuffer98
6018;2;2;107;BeyondTypusSecondBuffer99
6019;2;2;108;BeyondTypusSecondBuffer100
6020;2;2;109;BeyondTypusSecondBuffer101
6021;2;2;110;BeyondTypusSecondBuffer102
6022;2;2;111;BeyondTypusSecondBuffer103
6023;2;2;112;BeyondTypusSecondBuffer104
6024;2;2;113;BeyondTypusSecondBuffer105
6025;2;2;114;BeyondTypusSecondBuffer106
6026;2;2;115;BeyondTypusSecondBuffer107
6027;2;2;116;BeyondTypusSecondBuffer108
6028;2;2;117;BeyondTypusSecondBuffer109
6029;2;2;118;BeyondTypusSecondBuffer110
6030;2;2;119;BeyondTypusSecondBuffer111
6031;2;2;120;BeyondTypusSecondBuffer112
6032;2;2;121;BeyondTypusSecondBuffer113
6033;2;2;122;BeyondTypusSecondBuffer114
6034;2;2;123;BeyondTypusSecondBuffer115
6035;2;2;124;BeyondTypusSecondBuffer116
6036;2;2;125;BeyondTypusSecondBuffer117
6037;2;2;126;BeyondTypusSecondBuffer118
6038;2;2;127;BeyondTypusSecondBuffer119
6039;2;2;128;BeyondTypusSecondBuffer120
6040;2;2;129;BeyondTypusSecondBuffer121
6041;2;2;130;BeyondTypusSecondBuffer122
6042;2;2;131;BeyondTypusSecondBuffer123
6043;2;2;132;BeyondTypusSecondBuffer124
6044;2;2;133;BeyondTypusSecondBuffer125
6045;2;2;134;BeyondTypusSecondBuffer126
6046;2;2;135;BeyondTypusSecondBuffer127
6047;2;2;136;BeyondTypusSecondBuffer128
6048;2;2;137;BeyondTypusSecondBuffer129
6049;2;2;138;BeyondTypusSecondBuffer130
6050;2;2;139;BeyondTypusSecondBuffer131
6051;2;2;140;BeyondTypusSecondBuffer132
6052;2;2;141;BeyondTypusSecondBuffer133
6053;2;2;142;BeyondTypusSecondBuffer134
6054;2;2;143;BeyondTypusSecondBuffer135
6055;2;2;144;BeyondTypusSecondBuffer136
6056;2;2;145;BeyondTypusSecondBuffer137
6057;2;2;146;BeyondTypusSecondBuffer138
6058;2;2;147;BeyondTypusSecondBuffer139
6059;2;2;148;BeyondTypusSecondBuffer140
6060;2;2;149;BeyondTypusSecondBuffer141
6061;2;2;150;BeyondTypusSecondBuffer142
6062;2;2;151;BeyondTypusSecondBuffer143
6063;2;2;152;BeyondTypusSecondBuffer144
6064;2;2;153;BeyondTypusSecondBuffer145
6065;2;2;154;BeyondTypusSecondBuffer146
6066;2;2;155;BeyondTypusSecondBuffer147
6067;2;2;156;BeyondTypusSecondBuffer148
6068;2;2;157;BeyondTypusSecondBuffer149
6069;2;2;158;BeyondTypusSecondBuffer150
6070;2;2;159;BeyondTypusSecondBuffer151
6071;2;2;160;BeyondTypusSecondBuffer152
6072;152;164;183;Tebourba
6073;2;2;162;BeyondTypusSecondBuffer154
6074;2;2;163;BeyondTypusSecondBuffer155
6075;2;2;164;BeyondTypusSecondBuffer156
6076;2;2;165;BeyondTypusSecondBuffer157
6077;2;2;166;BeyondTypusSecondBuffer158
6078;2;2;167;BeyondTypusSecondBuffer159
6079;2;2;168;BeyondTypusSecondBuffer160
6080;2;2;169;BeyondTypusSecondBuffer161
6081;2;2;170;BeyondTypusSecondBuffer162
6082;2;2;171;BeyondTypusSecondBuffer163
6083;2;2;172;BeyondTypusSecondBuffer164
6084;2;2;173;BeyondTypusSecondBuffer165
6085;2;2;174;BeyondTypusSecondBuffer166
6086;2;2;175;BeyondTypusSecondBuffer167
6087;2;2;176;BeyondTypusSecondBuffer168
6088;2;2;177;BeyondTypusSecondBuffer169
6089;2;2;178;BeyondTypusSecondBuffer170
6090;2;2;179;BeyondTypusSecondBuffer171
6091;2;2;180;BeyondTypusSecondBuffer172
6092;2;2;181;BeyondTypusSecondBuffer173
6093;2;2;182;BeyondTypusSecondBuffer174
6094;2;2;183;BeyondTypusSecondBuffer175
6095;2;2;184;BeyondTypusSecondBuffer176
6096;2;2;185;BeyondTypusSecondBuffer177
6097;2;2;186;BeyondTypusSecondBuffer178
6098;2;2;187;BeyondTypusSecondBuffer179
6099;2;2;188;BeyondTypusSecondBuffer180
6100;2;2;189;BeyondTypusSecondBuffer181
6101;2;2;190;BeyondTypusSecondBuffer182
6102;2;2;191;BeyondTypusSecondBuffer183
6103;2;2;192;BeyondTypusSecondBuffer184
6104;2;2;193;BeyondTypusSecondBuffer185
6105;2;2;194;BeyondTypusSecondBuffer186
6106;2;2;195;BeyondTypusSecondBuffer187
6107;2;2;196;BeyondTypusSecondBuffer188
6108;2;2;197;BeyondTypusSecondBuffer189
6109;2;2;198;BeyondTypusSecondBuffer190
6110;2;2;199;BeyondTypusSecondBuffer191
6111;2;2;200;BeyondTypusSecondBuffer192
6112;2;2;201;BeyondTypusSecondBuffer193
6113;2;2;202;BeyondTypusSecondBuffer194
6114;2;2;203;BeyondTypusSecondBuffer195
6115;2;2;204;BeyondTypusSecondBuffer196
6116;2;2;205;BeyondTypusSecondBuffer197
6117;2;2;206;BeyondTypusSecondBuffer198
6118;2;2;207;BeyondTypusSecondBuffer199
6119;2;2;208;BeyondTypusSecondBuffer200
6120;2;2;209;BeyondTypusSecondBuffer201
6121;2;2;210;BeyondTypusSecondBuffer202
6122;2;2;211;BeyondTypusSecondBuffer203
6123;2;2;212;BeyondTypusSecondBuffer204
6124;2;2;213;BeyondTypusSecondBuffer205
6125;2;2;214;BeyondTypusSecondBuffer206
6126;2;2;215;BeyondTypusSecondBuffer207
6127;2;2;216;BeyondTypusSecondBuffer208
6128;2;2;217;BeyondTypusSecondBuffer209
6229;2;2;218;BeyondTypusSecondBuffer210
6130;2;2;219;BeyondTypusSecondBuffer211
6131;2;2;220;BeyondTypusSecondBuffer212
6132;2;2;221;BeyondTypusSecondBuffer213
6133;2;2;222;BeyondTypusSecondBuffer214
6134;2;2;223;BeyondTypusSecondBuffer215
6135;2;2;224;BeyondTypusSecondBuffer216
6136;2;2;225;BeyondTypusSecondBuffer217
6137;2;2;226;BeyondTypusSecondBuffer218
6138;2;2;227;BeyondTypusSecondBuffer219
6139;2;2;228;BeyondTypusSecondBuffer220
6140;2;2;229;BeyondTypusSecondBuffer221
6141;2;2;230;BeyondTypusSecondBuffer222
6142;2;2;231;BeyondTypusSecondBuffer223
6143;2;2;232;BeyondTypusSecondBuffer224
6144;2;2;233;BeyondTypusSecondBuffer225
6145;2;2;234;BeyondTypusSecondBuffer226
6146;2;2;235;BeyondTypusSecondBuffer227
6147;2;2;236;BeyondTypusSecondBuffer228
6148;2;2;237;BeyondTypusSecondBuffer229
6149;2;2;238;BeyondTypusSecondBuffer230
6150;2;2;239;BeyondTypusSecondBuffer231
6151;2;2;240;BeyondTypusSecondBuffer232
6152;2;2;241;BeyondTypusSecondBuffer233
6153;2;2;242;BeyondTypusSecondBuffer234
6154;2;2;243;BeyondTypusSecondBuffer235
6155;2;2;244;BeyondTypusSecondBuffer236
6156;2;2;245;BeyondTypusSecondBuffer237
6157;2;2;246;BeyondTypusSecondBuffer238
6158;2;2;247;BeyondTypusSecondBuffer239
6159;2;2;248;BeyondTypusSecondBuffer240
6160;2;2;249;BeyondTypusSecondBuffer241
6161;2;2;250;BeyondTypusSecondBuffer242
6162;2;1;2;BeyondTypusSecondBuffer243
6163;2;3;2;BeyondTypusSecondBuffer244
6164;2;4;2;BeyondTypusSecondBuffer245
6165;2;5;2;BeyondTypusSecondBuffer246
6166;2;6;2;BeyondTypusSecondBuffer247
6167;2;7;2;BeyondTypusSecondBuffer248
6168;2;8;2;BeyondTypusSecondBuffer249
6169;2;9;2;BeyondTypusSecondBuffer250
6170;2;10;2;BeyondTypusSecondBuffer251
6171;2;11;2;BeyondTypusSecondBuffer252
6172;2;12;2;BeyondTypusSecondBuffer253
6173;2;13;2;BeyondTypusSecondBuffer254
6174;248;164;61;South Australia
6175;69;174;91;Taungurong
6176;109;31;51;Gunai
6177;63;33;33;Buandig
6178;178;198;80;Narangga
6179;222;212;202;Kangaroo Island
6180;78;227;125;Kaurna
6181;124;118;25;Banggarla 
6182;99;54;245;Nawu
6183;207;111;51;Andyamathanha
6184;71;243;22;Wirangu
6185;209;91;63;Kokatha
6186;137;115;62;Anangu
6187;133;83;252;Arrente
6188;36;249;169;Uluru
6189;85;210;84;East Nullarbor Plain
6190;154;36;233;West Nullarbor Plain
6191;240;191;175;East Mirning
6192;138;2;19;West Mirning
6193;96;219;216;Pila Nguru 
6194;82;100;68;Ngatjumay
6195;192;23;11;Noongar
6196;92;110;243;Amangu
6197;3;132;226;Martu
6198;201;213;105;Watjarri
6199;169;216;84;Barundji
6200;68;160;199;Iningai
6201;200;91;28;Garawa
6202;139;86;81;Binbinga
6203;233;25;33;Mara
6204;86;211;149;Nunggubuyu
6205;20;91;191;Yolngu
6206;112;11;81;Gunwinggu
6207;89;172;26;Torres Strait Islands
6208;4;36;104;Luritja
6209;231;168;29;Papunya
6210;176;172;131;EastBindjali
6211;205;232;29;Warlpiri
6212;71;245;122;Alice Springs
6213;69;86;193;WestBindjali
6214;54;10;42;West Ngargad
6215;245;228;181;East Ngargad
6216;2;56;2;BeyondTypusSecondBuffer297
6217;2;57;2;BeyondTypusSecondBuffer298
6218;2;58;2;BeyondTypusSecondBuffer299
6219;2;59;2;BeyondTypusSecondBuffer300
6220;2;60;2;BeyondTypusSecondBuffer301
6221;2;61;2;BeyondTypusSecondBuffer302
6222;2;62;2;BeyondTypusSecondBuffer303
6223;2;63;2;BeyondTypusSecondBuffer304
6224;2;64;2;BeyondTypusSecondBuffer305
6225;2;65;2;BeyondTypusSecondBuffer306
6226;2;66;2;BeyondTypusSecondBuffer307
6227;2;67;2;BeyondTypusSecondBuffer308
6228;2;68;2;BeyondTypusSecondBuffer309
6229;2;69;2;BeyondTypusSecondBuffer310
6230;2;70;2;BeyondTypusSecondBuffer311
6231;2;71;2;BeyondTypusSecondBuffer312
6232;2;72;2;BeyondTypusSecondBuffer313
6233;2;73;2;BeyondTypusSecondBuffer314
6234;2;74;2;BeyondTypusSecondBuffer315
6235;2;75;2;BeyondTypusSecondBuffer316
6236;2;76;2;BeyondTypusSecondBuffer317
6237;2;77;2;BeyondTypusSecondBuffer318
6238;2;78;2;BeyondTypusSecondBuffer319
6239;2;79;2;BeyondTypusSecondBuffer320
6240;2;80;2;BeyondTypusSecondBuffer321
6241;2;81;2;BeyondTypusSecondBuffer322
6242;2;82;2;BeyondTypusSecondBuffer323
6243;2;83;2;BeyondTypusSecondBuffer324
6244;2;84;2;BeyondTypusSecondBuffer325
6245;2;85;2;BeyondTypusSecondBuffer326
6246;2;86;2;BeyondTypusSecondBuffer327
6247;2;87;2;BeyondTypusSecondBuffer328
6248;2;88;2;BeyondTypusSecondBuffer329
6249;2;89;2;BeyondTypusSecondBuffer330
6250;2;90;2;BeyondTypusSecondBuffer331
6251;2;91;2;BeyondTypusSecondBuffer332
6252;2;92;2;BeyondTypusSecondBuffer333
6253;2;93;2;BeyondTypusSecondBuffer334
6254;2;94;2;BeyondTypusSecondBuffer335
6255;2;95;2;BeyondTypusSecondBuffer336
6256;2;96;2;BeyondTypusSecondBuffer337
6257;2;97;2;BeyondTypusSecondBuffer338
6258;2;98;2;BeyondTypusSecondBuffer339
6259;2;99;2;BeyondTypusSecondBuffer340
6260;2;100;2;BeyondTypusSecondBuffer341
6261;2;101;2;BeyondTypusSecondBuffer342
6262;2;102;2;BeyondTypusSecondBuffer343
6263;2;103;2;BeyondTypusSecondBuffer344
6264;2;104;2;BeyondTypusSecondBuffer345
6265;2;105;2;BeyondTypusSecondBuffer346
6266;2;106;2;BeyondTypusSecondBuffer347
6267;2;107;2;BeyondTypusSecondBuffer348
6268;2;108;2;BeyondTypusSecondBuffer349
6269;2;109;2;BeyondTypusSecondBuffer350
6270;2;110;2;BeyondTypusSecondBuffer351
6271;2;111;2;BeyondTypusSecondBuffer352
6272;2;112;2;BeyondTypusSecondBuffer353
6273;2;113;2;BeyondTypusSecondBuffer354
6274;2;114;2;BeyondTypusSecondBuffer355
6275;2;115;2;BeyondTypusSecondBuffer356
6276;2;116;2;BeyondTypusSecondBuffer357
6277;2;117;2;BeyondTypusSecondBuffer358
6278;2;118;2;BeyondTypusSecondBuffer359
6279;2;119;2;BeyondTypusSecondBuffer360
6280;2;120;2;BeyondTypusSecondBuffer361
6281;2;121;2;BeyondTypusSecondBuffer362
6282;2;122;2;BeyondTypusSecondBuffer363
6283;2;123;2;BeyondTypusSecondBuffer364
6284;2;124;2;BeyondTypusSecondBuffer365
6285;2;125;2;BeyondTypusSecondBuffer366
6286;2;126;2;BeyondTypusSecondBuffer367
6287;2;127;2;BeyondTypusSecondBuffer368
6288;2;128;2;BeyondTypusSecondBuffer369
6289;2;129;2;BeyondTypusSecondBuffer370
6290;2;130;2;BeyondTypusSecondBuffer371
6291;2;131;2;BeyondTypusSecondBuffer372
6292;2;132;2;BeyondTypusSecondBuffer373
6293;2;133;2;BeyondTypusSecondBuffer374
6294;2;134;2;BeyondTypusSecondBuffer375
6295;2;135;2;BeyondTypusSecondBuffer376
6296;2;136;2;BeyondTypusSecondBuffer377
6297;2;137;2;BeyondTypusSecondBuffer378
6298;2;138;2;BeyondTypusSecondBuffer379
6299;2;139;2;BeyondTypusSecondBuffer380
6300;2;140;2;BeyondTypusSecondBuffer381
6301;2;141;2;BeyondTypusSecondBuffer382
6302;2;142;2;BeyondTypusSecondBuffer383
6303;2;143;2;BeyondTypusSecondBuffer384
6304;2;144;2;BeyondTypusSecondBuffer385
6305;2;145;2;BeyondTypusSecondBuffer386
6306;2;146;2;BeyondTypusSecondBuffer387
6307;2;147;2;BeyondTypusSecondBuffer388
6308;2;148;2;BeyondTypusSecondBuffer389
6309;2;149;2;BeyondTypusSecondBuffer390
6310;2;150;2;BeyondTypusSecondBuffer391
6311;2;151;2;BeyondTypusSecondBuffer392
6312;2;152;2;BeyondTypusSecondBuffer393
6313;2;153;2;BeyondTypusSecondBuffer394
6314;2;154;2;BeyondTypusSecondBuffer395
6315;2;155;2;BeyondTypusSecondBuffer396
6316;2;156;2;BeyondTypusSecondBuffer397
6317;2;157;2;BeyondTypusSecondBuffer398
6318;2;158;2;BeyondTypusSecondBuffer399
6319;2;159;2;BeyondTypusSecondBuffer400
6320;2;160;2;BeyondTypusSecondBuffer401
6321;2;161;2;BeyondTypusSecondBuffer402
6322;2;162;2;BeyondTypusSecondBuffer403
6323;2;163;2;BeyondTypusSecondBuffer404
6324;2;164;2;BeyondTypusSecondBuffer405
6325;2;165;2;BeyondTypusSecondBuffer406
6326;2;166;2;BeyondTypusSecondBuffer407
6327;2;167;2;BeyondTypusSecondBuffer408
6328;2;168;2;BeyondTypusSecondBuffer409
6329;2;169;2;BeyondTypusSecondBuffer410
6330;2;170;2;BeyondTypusSecondBuffer411
6331;2;171;2;BeyondTypusSecondBuffer412
6332;2;172;2;BeyondTypusSecondBuffer413
6333;2;173;2;BeyondTypusSecondBuffer414
6334;2;174;2;BeyondTypusSecondBuffer415
6335;2;175;2;BeyondTypusSecondBuffer416
6336;2;176;2;BeyondTypusSecondBuffer417
6337;2;177;2;BeyondTypusSecondBuffer418
6338;2;178;2;BeyondTypusSecondBuffer419
6339;2;179;2;BeyondTypusSecondBuffer420
6340;2;180;2;BeyondTypusSecondBuffer421
6341;2;181;2;BeyondTypusSecondBuffer422
6342;2;182;2;BeyondTypusSecondBuffer423
6343;2;183;2;BeyondTypusSecondBuffer424
6344;2;184;2;BeyondTypusSecondBuffer425
6345;2;185;2;BeyondTypusSecondBuffer426
6346;2;186;2;BeyondTypusSecondBuffer427
6347;2;187;2;BeyondTypusSecondBuffer428
6348;2;188;2;BeyondTypusSecondBuffer429
6349;2;189;2;BeyondTypusSecondBuffer430
6350;2;190;2;BeyondTypusSecondBuffer431
6351;2;191;2;BeyondTypusSecondBuffer432
6352;2;192;2;BeyondTypusSecondBuffer433
6353;2;193;2;BeyondTypusSecondBuffer434
6354;2;194;2;BeyondTypusSecondBuffer435
6355;2;195;2;BeyondTypusSecondBuffer436
6356;2;196;2;BeyondTypusSecondBuffer437
6357;2;197;2;BeyondTypusSecondBuffer438
6358;2;198;2;BeyondTypusSecondBuffer439
6359;2;199;2;BeyondTypusSecondBuffer440
6360;2;200;2;BeyondTypusSecondBuffer441
6361;2;201;2;BeyondTypusSecondBuffer442
6362;2;202;2;BeyondTypusSecondBuffer443
6363;2;203;2;BeyondTypusSecondBuffer444
6364;2;204;2;BeyondTypusSecondBuffer445
6365;2;205;2;BeyondTypusSecondBuffer446
6366;2;206;2;BeyondTypusSecondBuffer447
6367;2;207;2;BeyondTypusSecondBuffer448
6368;2;208;2;BeyondTypusSecondBuffer449
6369;2;209;2;BeyondTypusSecondBuffer450
6370;2;210;2;BeyondTypusSecondBuffer451
6371;2;211;2;BeyondTypusSecondBuffer452
6372;2;212;2;BeyondTypusSecondBuffer453
6373;2;213;2;BeyondTypusSecondBuffer454
6374;2;214;2;BeyondTypusSecondBuffer455
6375;2;215;2;BeyondTypusSecondBuffer456
6376;2;216;2;BeyondTypusSecondBuffer457
6377;2;217;2;BeyondTypusSecondBuffer458
6378;2;218;2;BeyondTypusSecondBuffer459
6379;2;219;2;BeyondTypusSecondBuffer460
6380;2;220;2;BeyondTypusSecondBuffer461
6381;2;221;2;BeyondTypusSecondBuffer462
6382;2;222;2;BeyondTypusSecondBuffer463
6383;2;223;2;BeyondTypusSecondBuffer464
6384;2;224;2;BeyondTypusSecondBuffer465
6385;2;225;2;BeyondTypusSecondBuffer466
6386;2;226;2;BeyondTypusSecondBuffer467
6387;2;227;2;BeyondTypusSecondBuffer468
6388;2;228;2;BeyondTypusSecondBuffer469
6389;2;229;2;BeyondTypusSecondBuffer470
6390;2;230;2;BeyondTypusSecondBuffer471
6391;2;231;2;BeyondTypusSecondBuffer472
6392;2;232;2;BeyondTypusSecondBuffer473
6393;2;233;2;BeyondTypusSecondBuffer474
6394;2;234;2;BeyondTypusSecondBuffer475
6395;2;235;2;BeyondTypusSecondBuffer476
6396;2;236;2;BeyondTypusSecondBuffer477
6397;2;237;2;BeyondTypusSecondBuffer478
6398;2;238;2;BeyondTypusSecondBuffer479
6399;2;239;2;BeyondTypusSecondBuffer480
6400;2;240;2;BeyondTypusSecondBuffer481
6401;2;241;2;BeyondTypusSecondBuffer482
6402;2;242;2;BeyondTypusSecondBuffer483
6403;2;243;2;BeyondTypusSecondBuffer484
6404;2;244;2;BeyondTypusSecondBuffer485
6405;2;245;2;BeyondTypusSecondBuffer486
6406;2;246;2;BeyondTypusSecondBuffer487
6407;2;247;2;BeyondTypusSecondBuffer488
6408;2;248;2;BeyondTypusSecondBuffer489
6409;2;249;2;BeyondTypusSecondBuffer490
6410;2;250;2;BeyondTypusSecondBuffer491
6411;2;251;2;BeyondTypusSecondBuffer492
6412;2;252;2;BeyondTypusSecondBuffer493
6413;2;253;2;BeyondTypusSecondBuffer494
6414;2;254;2;BeyondTypusSecondBuffer495
6415;2;255;2;BeyondTypusSecondBuffer496
6416;1;2;2;BeyondTypusSecondBuffer497
6417;3;2;2;BeyondTypusSecondBuffer498
6418;4;2;2;BeyondTypusSecondBuffer499
6419;5;2;2;BeyondTypusSecondBuffer500
6420;6;2;2;BeyondTypusSecondBuffer501
6421;7;2;2;BeyondTypusSecondBuffer502
6422;8;2;2;BeyondTypusSecondBuffer503
6423;9;2;2;BeyondTypusSecondBuffer504
6424;10;2;2;BeyondTypusSecondBuffer505
6425;11;2;2;BeyondTypusSecondBuffer506
6426;12;2;2;BeyondTypusSecondBuffer507
6427;13;2;2;BeyondTypusSecondBuffer508
6428;14;2;2;BeyondTypusSecondBuffer509
6429;15;2;2;BeyondTypusSecondBuffer510
6430;16;2;2;BeyondTypusSecondBuffer511
6431;17;2;2;BeyondTypusSecondBuffer512
